"Release","File","# Authors in Release","LOC","Avg Churn in Release","# Revision in Release","Avg LOC Added in release","Feature 6","Feature 7","Feature 8","Feature 9","Feature 10","Buggy"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/MyNode.java","0","91","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/PropertyExprFunction.java","0","461","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorConstant.java","0","169","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvalState.java","0","51","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/SelectorEvaluationException.java","0","36","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/TreeDumperSelectorParserVisitor.java","0","235","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryArithmeticFunction.java","0","66","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/UnaryExprFunction.java","0","59","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/selector/ValueComparisonFunction.java","0","297","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/SessionImpl.java","0","1809","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionFactoryImpl.java","0","58","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigConnectionImpl.java","0","148","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/HedwigMessagingSessionFacade.java","0","562","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageConsumerImpl.java","0","67","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/MessageProducerImpl.java","0","106","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/QueueSessionImpl.java","0","76","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicPublisherImpl.java","0","204","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSessionImpl.java","0","69","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/spi/TopicSubscriberImpl.java","0","291","0","0","0","null","null","null","null","null","null"
"7","hedwig-client-jms/src/main/java/org/apache/hedwig/jms/StateManager.java","0","162","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java","0","38","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java","0","44","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java","0","81","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java","0","342","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java","0","127","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java","0","134","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java","0","172","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java","0","42","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java","0","149","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java","0","154","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java","0","51","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java","0","162","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java","0","67","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java","0","33","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java","0","34","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java","0","31","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java","0","31","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java","0","35","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java","0","36","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java","0","141","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java","0","76","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java","0","106","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java","0","64","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java","0","85","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java","0","165","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java","0","77","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java","0","65","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java","0","165","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java","0","63","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java","0","49","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java","0","144","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java","0","116","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java","0","136","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java","0","380","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java","0","562","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java","0","340","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java","0","344","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java","0","65","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java","0","83","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java","0","254","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java","0","334","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java","0","288","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java","0","117","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java","0","45","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java","0","43","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java","0","98","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java","0","323","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java","0","250","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java","0","45","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java","0","100","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java","0","199","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java","0","45","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java","0","38","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java","0","37","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java","0","60","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java","0","57","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java","0","22","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java","0","45","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java","0","65","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java","0","43","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java","0","43","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java","0","165","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java","0","45","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/Either.java","0","45","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java","0","89","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java","0","129","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/Option.java","0","39","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java","0","38","0","0","0","null","null","null","null","null","null"
"7","hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java","0","51","0","0","0","null","null","null","null","null","null"
